    31    4   0.17392742256872E+00   0.32607257743127E+00   0.32607257743127E+00   0.17392742256872E+00
     5    1    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    1    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    1    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    1    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    1   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    1   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    1   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    1   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    2   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    3   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     5    4    1   0.41857829189415E-22   0.48691403476087E-22   0.60023891046587E-22   0.71260945375413E-22
     5    4    2   0.13142056111076E-22   0.15279405137863E-22   0.18816339537026E-22   0.22331417956009E-22
     5    4    3   0.42200462562663E-23   0.48987124020047E-23   0.60143849983163E-23   0.71302305209139E-23
     5    4    4   0.13487646323917E-23   0.15575246242800E-23   0.18958155665311E-23   0.22416334568043E-23
     5    4    5   0.45824563387455E-24   0.52017151269300E-24   0.62749055927535E-24   0.73333787695685E-24
     5    4    6   0.17280547790576E-24   0.18933756602603E-24   0.22846764437531E-24   0.31105140383275E-24
     5    4    7   0.85117370506105E-25   0.95701627150838E-25   0.15394795017705E-24   0.34587154838139E-24
     5    4    8   0.67183833541692E-25   0.94565703188551E-25   0.28635975309791E-24   0.88983640461286E-24
     5    4    9   0.94543565997022E-25   0.18170704666372E-24   0.81409901487540E-24   0.27137019229514E-23
     5    4   10   0.20937164948063E-24   0.49123408520582E-24   0.25492384152782E-23   0.86235221982375E-23
     5    4   11   0.57482606472287E-24   0.14622201811573E-23   0.79532662784688E-23   0.26982711430182E-22
     5    4   12   0.17530904853752E-23   0.45876544508511E-23   0.25355763551138E-22   0.86185360235733E-22
     5    4   13   0.54167072773276E-23   0.14310327275276E-22   0.79362061272850E-22   0.26966722325519E-21
     5    5    1   0.24573667318662E-22   0.28234881874102E-22   0.34354071055993E-22   0.40726040018830E-22
     5    5    2   0.77231600341397E-23   0.88670248348113E-23   0.10771991788501E-22   0.12762342688526E-22
     5    5    3   0.24881875836297E-23   0.28499575179424E-23   0.34464115744548E-23   0.40759741220150E-23
     5    5    4   0.80373721981532E-24   0.91339584418624E-24   0.10907035949481E-23   0.12835598842538E-23
     5    5    5   0.28136737456934E-24   0.31214697332899E-24   0.36630566684209E-24   0.42884154347106E-24
     5    5    6   0.11332213210141E-24   0.12164768143718E-24   0.14221676649919E-24   0.20210569711594E-24
     5    5    7   0.62561524415017E-25   0.70275324318389E-25   0.11374546113509E-24   0.27567183551357E-24
     5    5    8   0.54907805966667E-25   0.77680914785897E-25   0.23404026748074E-24   0.75073953880695E-24
     5    5    9   0.79575771158360E-25   0.15357136229356E-24   0.67404456632461E-24   0.22965319338843E-23
     5    5   10   0.17459590363178E-24   0.41445771537655E-24   0.21115390096703E-23   0.73009522807779E-23
     5    5   11   0.47495987239269E-24   0.12305096471403E-23   0.65852786852994E-23   0.22849710906932E-22
     5    5   12   0.14435566840519E-23   0.38594104391106E-23   0.20975016596448E-22   0.72899594681159E-22
     5    5   13   0.44529002151054E-23   0.12030541679270E-22   0.65726028860070E-22   0.22832147422362E-21
     5    6    1   0.14425894297654E-22   0.16371231835219E-22   0.19661918495547E-22   0.23272795581144E-22
     5    6    2   0.45417377282378E-23   0.51480820898407E-23   0.61687238376903E-23   0.72941071142644E-23
     5    6    3   0.14709800766206E-23   0.16611258381008E-23   0.19754480289592E-23   0.23304597781284E-23
     5    6    4   0.48314803533790E-24   0.53886830874866E-24   0.63026707695926E-24   0.73603098036784E-24
     5    6    5   0.17661884879254E-24   0.19112796503309E-24   0.21549608420354E-24   0.25414603388391E-24
     5    6    6   0.77370425964022E-25   0.81065109351721E-25   0.92455663156532E-25   0.14073456439608E-24
     5    6    7   0.48243823334390E-25   0.54434004176861E-25   0.88214107452873E-25   0.23068010076406E-24
     5    6    8   0.46362254147977E-25   0.65883555693608E-25   0.19546410190301E-24   0.64823871562491E-24
     5    6    9   0.68385914868993E-25   0.13215676742808E-24   0.56767798512516E-24   0.19885158522546E-23
     5    6   10   0.14838830516476E-24   0.35562078057312E-24   0.17792402307861E-23   0.63113616542216E-23
     5    6   11   0.39953652534588E-24   0.10530982064562E-23   0.55472777237709E-23   0.19749333196328E-22
     5    6   12   0.12096316403392E-23   0.32983318782133E-23   0.17677164430324E-22   0.63017718256151E-22
     5    6   13   0.37267461561170E-23   0.10272934028593E-22   0.55278288598848E-22   0.19748420098846E-21
     5    7    1   0.84685558865616E-23   0.94898892989538E-23   0.11253537983047E-22   0.13301388016445E-22
     5    7    2   0.26735201532890E-23   0.29903410587243E-23   0.35326975516708E-23   0.41700741582870E-23
     5    7    3   0.87319269879622E-24   0.97119953877454E-24   0.11354451324628E-23   0.13342722269920E-23
     5    7    4   0.29408126198148E-24   0.32122992258569E-24   0.36659405069800E-24   0.42316927893626E-24
     5    7    5   0.11366817022276E-24   0.12061367683361E-24   0.12931428372997E-24   0.15386958175448E-24
     5    7    6   0.53083479594285E-25   0.56266256693397E-25   0.63469641509169E-25   0.10733347676770E-24
     5    7    7   0.38733660612963E-25   0.44286710296329E-25   0.71815802316860E-25   0.19959733464580E-24
     5    7    8   0.40230026685486E-25   0.57531933306848E-25   0.16807577459372E-24   0.57253700080838E-24
     5    7    9   0.59755206690556E-25   0.11565880842569E-24   0.48734364693169E-24   0.17541976241470E-23
     5    7   10   0.12805006948203E-24   0.30955775706760E-24   0.15278444403111E-23   0.55639695018947E-23
     5    7   11   0.34142587181142E-24   0.91382994199949E-24   0.47540833814977E-23   0.17403792511272E-22
     5    7   12   0.10287324226153E-23   0.28595462487943E-23   0.15150755310620E-22   0.55522352419735E-22
     5    7   13   0.31653898910981E-23   0.89036267876336E-23   0.47472730674478E-22   0.17396211499993E-21
     5    8    1   0.49694964602969E-23   0.54987069384259E-23   0.64378554375019E-23   0.76022909452550E-23
     5    8    2   0.15760018481074E-23   0.17384326162565E-23   0.20235463063412E-23   0.23854289023636E-23
     5    8    3   0.52124629888667E-24   0.57047240930303E-24   0.65393254173812E-24   0.76596369331112E-24
     5    8    4   0.18175535166863E-24   0.19454659489527E-24   0.21457385957444E-24   0.24667130198850E-24
     5    8    5   0.75273961158185E-25   0.77235900703815E-25   0.81259859278770E-25   0.99706230511907E-25
     5    8    6   0.35592952501324E-25   0.41861491271295E-25   0.47045849506084E-25   0.88684571533211E-25
     5    8    7   0.32473674363353E-25   0.36831546505418E-25   0.61069757890564E-25   0.17970966211519E-24
     5    8    8   0.35637737110249E-25   0.51553034817324E-25   0.14754130171664E-24   0.51378249189004E-24
     5    8    9   0.53005332210112E-25   0.10286368926478E-24   0.42770746893393E-24   0.15693571287093E-23
     5    8   10   0.11185658702020E-24   0.27263051248192E-24   0.13329939609807E-23   0.49687717023518E-23
     5    8   11   0.29549907556829E-24   0.80144007500914E-24   0.41495149962539E-23   0.15543103143627E-22
     5    8   12   0.88595688408461E-24   0.25063010154598E-23   0.13218348099531E-22   0.49582209844288E-22
     5    8   13   0.27223886716236E-23   0.77953245308300E-23   0.41397325275576E-22   0.15532261901735E-21
     5    9    1   0.29134057887056E-23   0.31855913384405E-23   0.36845528558408E-23   0.43460192043496E-23
     5    9    2   0.93039490658493E-24   0.10128476254457E-23   0.11637263417726E-23   0.13680784805846E-23
     5    9    3   0.31361097696901E-24   0.33803181830209E-24   0.37893123024907E-24   0.44299961900532E-24
     5    9    4   0.11498261789033E-24   0.12074192477965E-24   0.12738215725565E-24   0.14714422432557E-24
     5    9    5   0.46131757223739E-25   0.52521164656966E-25   0.54781756182960E-25   0.74154160805140E-25
     5    9    6   0.25071167918127E-25   0.33076135202064E-25   0.37302865221713E-25   0.80818007125730E-25
     5    9    7   0.28187905302958E-25   0.31532953769639E-25   0.53742162704633E-25   0.16675243855542E-24
     5    9    8   0.32094641114260E-25   0.47185214458083E-25   0.13186967183806E-24   0.46784831837453E-24
     5    9    9   0.47527848068541E-25   0.93299541770924E-25   0.38192454670895E-24   0.14208371156391E-23
     5    9   10   0.98863578713493E-25   0.24253970872339E-24   0.11852007114138E-23   0.44870290403142E-23
     5    9   11   0.25854534422116E-24   0.70913812641869E-24   0.36757569642857E-23   0.14022125368910E-22
     5    9   12   0.77176581119125E-24   0.22124034798969E-23   0.11696593829363E-22   0.44699330523213E-22
     5    9   13   0.23661837071311E-23   0.68749179455799E-23   0.36610586333478E-22   0.13995301927203E-21
     5   10    1   0.17057775928396E-23   0.18402659666419E-23   0.21115951040295E-23   0.24881198487077E-23
     5   10    2   0.55035831974107E-24   0.59279139727888E-24   0.67097956881046E-24   0.78924744047891E-24
     5   10    3   0.19111689057025E-24   0.20351920342344E-24   0.22130138592301E-24   0.25998417340301E-24
     5   10    4   0.74416413503682E-25   0.76305686686282E-25   0.79264674768221E-25   0.96087166024752E-25
     5   10    5   0.29018929325516E-25   0.37359712457160E-25   0.39963205474397E-25   0.63229770403253E-25
     5   10    6   0.18781403442290E-25   0.27265328612871E-25   0.31333192361236E-25   0.80388093021954E-25
     5   10    7   0.25062981954746E-25   0.27910271584683E-25   0.49127819724739E-25   0.16314441035799E-24
     5   10    8   0.29270644393958E-25   0.43676522769576E-25   0.12068090857998E-24   0.43640512446959E-24
     5   10    9   0.43012550388036E-25   0.86136708005636E-25   0.34554627181128E-24   0.13015036334573E-23
     5   10   10   0.88176193775289E-25   0.21896011474992E-24   0.10656827887617E-23   0.40736204099096E-23
     5   10   11   0.22826452750039E-24   0.63254499454383E-24   0.33019615888202E-23   0.12703099667975E-22
     5   10   12   0.67851198682459E-24   0.19662704413590E-23   0.10484548769602E-22   0.40475822286826E-22
     5   10   13   0.20757700953177E-23   0.61146376372356E-23   0.32801647374138E-22   0.12678352497700E-21
     5   11    1   0.99636985258578E-24   0.10677140215492E-23   0.12140092266307E-23   0.14340463377909E-23
     5   11    2   0.32679288641012E-24   0.34923808977547E-24   0.38988583445751E-24   0.46488894978771E-24
     5   11    3   0.11842280833354E-24   0.12522982563507E-24   0.13150415399338E-24   0.16039461328199E-24
     5   11    4   0.44792968027722E-25   0.50635076242068E-25   0.52579883290094E-25   0.73461667914064E-25
     5   11    5   0.19221260109886E-25   0.28219242248763E-25   0.31301491962782E-25   0.61185338613689E-25
     5   11    6   0.14994779242494E-25   0.23593237896737E-25   0.27693444425092E-25   0.87102409749453E-25
     5   11    7   0.22697636251865E-25   0.25437837005816E-25   0.45938545174680E-25   0.16821956533143E-24
     5   11    8   0.26866878100622E-25   0.40998356152501E-25   0.11249333743664E-24   0.41962005892979E-24
     5   11    9   0.39241419637489E-25   0.80654029759803E-25   0.31645419134098E-24   0.12036016432876E-23
     5   11   10   0.79238949319646E-25   0.20107833823684E-24   0.96928390103668E-24   0.37467525461797E-23
     5   11   11   0.20321506743116E-24   0.56922525082600E-24   0.29812475690347E-23   0.11639498107611E-22
     5   11   12   0.60137858601525E-24   0.17634584910019E-23   0.94662518306131E-23   0.37059430704499E-22
     5   11   13   0.18359189938872E-23   0.54741828982522E-23   0.29601760531705E-22   0.11616678516248E-21
     6    1    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    1   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    2   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    3   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     6    4    1   0.41852427370246E-22   0.48685288922449E-22   0.60024402632452E-22   0.71263149091075E-22
     6    4    2   0.13134520886748E-22   0.15272784380104E-22   0.18814491549972E-22   0.22333007203327E-22
     6    4    3   0.42123774842480E-23   0.48919907350665E-23   0.60117718608787E-23   0.71292808685907E-23
     6    4    4   0.13408358412804E-23   0.15507324745103E-23   0.18922274509196E-23   0.22388755587682E-23
     6    4    5   0.44997601389486E-24   0.51310170532029E-24   0.62162125298036E-24   0.72720655195489E-24
     6    4    6   0.16392885193290E-24   0.18117120706631E-24   0.21727916875778E-24   0.28151285130634E-24
     6    4    7   0.75643988277072E-25   0.83724683981207E-25   0.12287176782847E-24   0.25742330778435E-24
     6    4    8   0.53364803338387E-25   0.71122246282586E-25   0.19340445818951E-24   0.61671765395798E-24
     6    4    9   0.67256577580403E-25   0.12330967902437E-24   0.52877114250693E-24   0.18539974160388E-23
     6    4   10   0.13859393182823E-24   0.32066395671008E-24   0.16457349161828E-23   0.58742737742547E-23
     6    4   11   0.36905369607441E-24   0.94231156619897E-24   0.51249470543473E-23   0.18383185554354E-22
     6    4   12   0.11125859666317E-23   0.29473390096329E-23   0.16323388055338E-22   0.58652271062903E-22
     6    4   13   0.34257695407042E-23   0.91787752733163E-23   0.51129621788963E-22   0.18382866196531E-21
     6    5    1   0.24566682870512E-22   0.28228838989604E-22   0.34351465787318E-22   0.40724791178097E-22
     6    5    2   0.77162325487346E-23   0.88610473885212E-23   0.10769646625594E-22   0.12761826578177E-22
     6    5    3   0.24812598713287E-23   0.28438904424349E-23   0.34438241907031E-23   0.40757365014795E-23
     6    5    4   0.79657723055482E-24   0.90723785340327E-24   0.10872407231043E-23   0.12812167632073E-23
     6    5    5   0.27394902781705E-24   0.30580288230435E-24   0.36147499199768E-24   0.42189207159788E-24
     6    5    6   0.10598379315820E-24   0.11414789412386E-24   0.13219833099958E-24   0.17715148023049E-24
     6    5    7   0.54200247785761E-25   0.59682222570937E-25   0.87732900777116E-25   0.20410580255572E-24
     6    5    8   0.42950508539852E-25   0.57637582333959E-25   0.15637416921588E-24   0.52551900763801E-24
     6    5    9   0.56568336246815E-25   0.10399563089115E-24   0.43651993415762E-24   0.15939160516732E-23
     6    5   10   0.11587181262314E-24   0.27056118465157E-24   0.13603381166191E-23   0.50533886467481E-23
     6    5   11   0.30515181294727E-24   0.79294720113365E-24   0.42321191492381E-23   0.15811653738132E-22
     6    5   12   0.91647292592332E-24   0.24765663247152E-23   0.13481654432041E-22   0.50431193126587E-22
     6    5   13   0.28157606735243E-23   0.77046410556405E-23   0.42211321257278E-22   0.15802569729464E-21
     6    6    1   0.14419470980845E-22   0.16365546123676E-22   0.19659105397871E-22   0.23271970789805E-22
     6    6    2   0.45354051253253E-23   0.51426292799183E-23   0.61660046954534E-23   0.72940415024785E-23
     6    6    3   0.14645688749154E-23   0.16556687280727E-23   0.19740708498867E-23   0.23300486382469E-23
     6    6    4   0.47656747684422E-24   0.53335427936837E-24   0.62747843958917E-24   0.73374752906908E-24
     6    6    5   0.16986419445268E-24   0.18506052840926E-24   0.21159745903355E-24   0.24758025725177E-24
     6    6    6   0.70662570179230E-25   0.74534215158609E-25   0.83536202723842E-25   0.11943097105698E-24
     6    6    7   0.40750462357010E-25   0.44937888294870E-25   0.66064053205298E-25   0.16945188500969E-24
     6    6    8   0.35846471819407E-25   0.48444438865087E-25   0.13086600190250E-24   0.45722266327035E-24
     6    6    9   0.48621650570228E-25   0.89480860558348E-25   0.36843781749978E-24   0.13927999699130E-23
     6    6   10   0.98747514804769E-25   0.23206446203061E-24   0.11486284781146E-23   0.44177930601081E-23
     6    6   11   0.25721462225720E-24   0.67807393230203E-24   0.35758014546445E-23   0.13807958733301E-22
     6    6   12   0.76825503987324E-24   0.21147099053409E-23   0.11390568335069E-22   0.44056283942670E-22
     6    6   13   0.23567989193018E-23   0.65780466905850E-23   0.35665333049598E-22   0.13801723868359E-21
     6    7    1   0.84628853489169E-23   0.94848398141473E-23   0.11251635712449E-22   0.13299956941984E-22
     6    7    2   0.26676608353700E-23   0.29852349018001E-23   0.35302034954370E-23   0.41703149587222E-23
     6    7    3   0.86730235591025E-24   0.96610807494357E-24   0.11327841372842E-23   0.13329069997100E-23
     6    7    4   0.28803455788556E-24   0.31623187998373E-24   0.36378077236626E-24   0.42242072696325E-24
     6    7    5   0.10778014684433E-24   0.11489232513572E-24   0.12540761359075E-24   0.14766152167310E-24
     6    7    6   0.48028793995480E-25   0.50222116040362E-25   0.55552969765618E-25   0.88813660242169E-25
     6    7    7   0.31979868571204E-25   0.34797307997460E-25   0.52546725678905E-25   0.14710670259621E-24
     6    7    8   0.30828967553964E-25   0.42097064307515E-25   0.11201381079213E-24   0.40760801793775E-24
     6    7    9   0.42552034111635E-25   0.78444844957025E-25   0.31805236867229E-24   0.12368678481075E-23
     6    7   10   0.85416250570206E-25   0.20199376690896E-24   0.98875159527624E-24   0.39200289164475E-23
     6    7   11   0.22016845759253E-24   0.58765727452957E-24   0.30798435864363E-23   0.12252322313319E-22
     6    7   12   0.65354194317255E-24   0.18320589057308E-23   0.97985610592915E-23   0.39099549072603E-22
     6    7   13   0.20019261234369E-23   0.56952051288969E-23   0.30694109305679E-22   0.12241538303551E-21
     6    8    1   0.49639911614363E-23   0.54948249327739E-23   0.64371763656965E-23   0.76034065572530E-23
     6    8    2   0.15705741910723E-23   0.17337997739772E-23   0.20218539894482E-23   0.23847324549636E-23
     6    8    3   0.51580735277776E-24   0.56575783734809E-24   0.65223193744005E-24   0.76468445684428E-24
     6    8    4   0.17632124274887E-24   0.18985420166590E-24   0.21184569852390E-24   0.24489996741292E-24
     6    8    5   0.70416669300610E-25   0.73268460921440E-25   0.76850342380646E-25   0.92728304844788E-25
     6    8    6   0.31148235698721E-25   0.36303697866414E-25   0.39734626032059E-25   0.72369087906809E-25
     6    8    7   0.26300133770812E-25   0.28141988671241E-25   0.43931835775798E-25   0.13286706601460E-24
     6    8    8   0.27172892973110E-25   0.37564091995377E-25   0.98247911068693E-25   0.36648208066010E-24
     6    8    9   0.37790624450807E-25   0.70108837560934E-25   0.28043378110998E-24   0.11104267496007E-23
     6    8   10   0.74846221001570E-25   0.17778443258476E-24   0.86800297974307E-24   0.35104026459333E-23
     6    8   11   0.19073406469652E-24   0.51534287330938E-24   0.26939814147679E-23   0.10965501489730E-22
     6    8   12   0.56371801055197E-24   0.16026588291913E-23   0.85677062910548E-23   0.35003074489436E-22
     6    8   13   0.17219425797456E-23   0.49804758334549E-23   0.26832954865893E-22   0.10956340860865E-21
     6    9    1   0.29084851737840E-23   0.31816117801981E-23   0.36841755744163E-23   0.43459950423173E-23
     6    9    2   0.92539151145823E-24   0.10086080163135E-23   0.11622931956935E-23   0.13672571341233E-23
     6    9    3   0.30861290575588E-24   0.33395938845108E-24   0.37727191109342E-24   0.44176301604521E-24
     6    9    4   0.11006734588144E-24   0.11668710890957E-24   0.12489286852910E-24   0.14489590132030E-24
     6    9    5   0.44197887138098E-25   0.48228978241747E-25   0.49952996917745E-25   0.66893382080839E-25
     6    9    6   0.21099033575032E-25   0.27815962004719E-25   0.30537951255138E-25   0.65885437511876E-25
     6    9    7   0.22295490588608E-25   0.23965850149855E-25   0.38425604731782E-25   0.12565113481587E-24
     6    9    8   0.24379757070731E-25   0.34153529803182E-25   0.88498666631342E-25   0.33796497056602E-24
     6    9    9   0.33953943035329E-25   0.63837966101445E-25   0.25099566639900E-24   0.10118572752721E-23
     6    9   10   0.66312212815938E-25   0.15893180867554E-24   0.77517733836049E-24   0.31747689435987E-23
     6    9   11   0.16709712636182E-24   0.45588626368555E-24   0.24021325109769E-23   0.99249786644893E-23
     6    9   12   0.49121547354646E-24   0.14141753968935E-23   0.76304377407974E-23   0.31639153002106E-22
     6    9   13   0.14968453352639E-23   0.43901968083969E-23   0.23852122013404E-22   0.99124369996603E-22
     6   10    1   0.17011596996048E-23   0.18361677724013E-23   0.21110145392282E-23   0.24906662954310E-23
     6   10    2   0.54566087554988E-24   0.58825041940179E-24   0.66971720613860E-24   0.78960971646765E-24
     6   10    3   0.18644345271881E-24   0.19963835167658E-24   0.21973094096579E-24   0.25894297527914E-24
     6   10    4   0.70629810241594E-25   0.72857343123622E-25   0.75849871378624E-25   0.91726230401871E-25
     6   10    5   0.27221597187177E-25   0.33492740638674E-25   0.35312020137363E-25   0.55607382409458E-25
     6   10    6   0.15194435204513E-25   0.22345192884303E-25   0.25002016915718E-25   0.65797786174444E-25
     6   10    7   0.19420651145796E-25   0.21063417602895E-25   0.34716803243717E-25   0.12621855830116E-24
     6   10    8   0.22170840303803E-25   0.31526274219621E-25   0.81396263978732E-25   0.32101684656786E-24
     6   10    9   0.30821707188614E-25   0.59099418007628E-25   0.22729456708639E-24   0.93417055166574E-24
     6   10   10   0.59304719508971E-25   0.14447124335626E-24   0.69800751639322E-24   0.29108295961268E-23
     6   10   11   0.14775678388671E-24   0.40716002407193E-24   0.21515429360342E-23   0.90613909722218E-23
     6   10   12   0.43216165999454E-24   0.12560920182610E-23   0.68279165821096E-23   0.28894538656943E-22
     6   10   13   0.13141259239957E-23   0.38957675833788E-23   0.21363577976765E-22   0.90534977829127E-22
     6   11    1   0.99199356963486E-24   0.10643037287972E-23   0.12132410949939E-23   0.14359498789895E-23
     6   11    2   0.32243586513433E-24   0.34611728174606E-24   0.38840432403930E-24   0.46365721870918E-24
     6   11    3   0.11399144220736E-24   0.12121880867094E-24   0.12949870207630E-24   0.15769137604408E-24
     6   11    4   0.43617690803308E-25   0.47303732316940E-25   0.48719958989040E-25   0.68191585144103E-25
     6   11    5   0.17522710304622E-25   0.24326596504790E-25   0.26838276349607E-25   0.52682560554356E-25
